/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_1_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_1_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_2_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_2_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_3_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_3_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_4_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_1_4_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_1_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_1_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_2_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_2_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_3_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_3_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_4_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_2_4_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_3_1_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_3_1_annotation_nch_pniv3la.tif
/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_3_2_observation_thr.tif,/home/ign.fr/sgiordano/Partage/wd-gio/expes_54-57/dataset/dataset123_v1/512pix/vignettes_dataset123_v1_512pix/dalles_512m_11190_3_2_annotation_nch_pniv3la.tif
